Date,Precipitation,Year,Month,Day
2006-03-20,16.1232585906982,2006,3,20
2006-03-21,5.5294475555419895,2006,3,21
2006-03-22,0.0,2006,3,22
2006-03-23,8.09786796569824,2006,3,23
2006-03-24,8.83433151245117,2006,3,24
2006-03-25,7.73886156082153,2006,3,25
2006-03-26,0.0,2006,3,26
2006-03-27,0.0,2006,3,27
2006-03-28,5.901659488677981,2006,3,28
2006-03-29,11.224461555481,2006,3,29
2006-03-30,16.653436660766598,2006,3,30
2006-03-31,0.0,2006,3,31
2006-04-01,0.9739860296249392,2006,4,1
2006-04-02,2.96148022771447e-10,2006,4,2
2006-04-03,0.0,2006,4,3
2006-04-04,9.05417060770297e-11,2006,4,4
2006-04-05,1.16215419769287,2006,4,5
2006-04-06,12.356914520263699,2006,4,6
2006-04-07,20.66552734375,2006,4,7
2006-04-08,6.77789974212646,2006,4,8
2006-04-09,1.75958979129791,2006,4,9
2006-04-10,6.4736661911010716,2006,4,10
2006-04-11,12.2134523391724,2006,4,11
2006-04-12,0.0109188044443727,2006,4,12
2006-04-13,0.0215502176433802,2006,4,13
2006-04-14,0.00055359082762152,2006,4,14
2006-04-15,0.7520844340324399,2006,4,15
2006-04-16,11.586236000061,2006,4,16
2006-04-17,6.14734125137329,2006,4,17
2006-04-18,1.08987033367157,2006,4,18
2006-04-19,2.56016445159912,2006,4,19
2006-04-20,0.0,2006,4,20
2006-04-21,0.0,2006,4,21
2006-04-22,0.8369271755218509,2006,4,22
2006-04-23,0.0201924722641706,2006,4,23
2006-04-24,0.0,2006,4,24
2006-04-25,0.0,2006,4,25
2006-04-26,0.0,2006,4,26
2006-04-27,0.0,2006,4,27
2006-04-28,0.0,2006,4,28
2006-04-29,0.0,2006,4,29
2006-04-30,0.0,2006,4,30
2006-05-01,3.49741888046265,2006,5,1
2006-05-02,0.039938859641552006,2006,5,2
2006-05-03,3.62474226951599,2006,5,3
2006-05-04,11.51256275177,2006,5,4
2006-05-05,14.2164573669434,2006,5,5
2006-05-06,1.82410097122192,2006,5,6
2006-05-07,0.0,2006,5,7
2006-05-08,4.52661800384521,2006,5,8
2006-05-09,0.0,2006,5,9
2006-05-10,0.0,2006,5,10
2006-05-11,0.0478209778666496,2006,5,11
2006-05-12,0.0,2006,5,12
2006-05-13,0.6636388897895811,2006,5,13
2006-05-14,8.37200546264648,2006,5,14
2006-05-15,1.98156714439392,2006,5,15
2006-05-16,0.0929699465632439,2006,5,16
2006-05-17,0.0,2006,5,17
2006-05-18,0.28360050916671803,2006,5,18
2006-05-19,0.636385142803192,2006,5,19
2006-05-20,5.39434814453125,2006,5,20
2006-05-21,2.7056696414947496,2006,5,21
2006-05-22,0.13946838676929502,2006,5,22
2006-05-23,0.0,2006,5,23
2006-05-24,0.282574862241745,2006,5,24
2006-05-25,0.797785103321075,2006,5,25
2006-05-26,7.78434525727789e-07,2006,5,26
2006-05-27,5.43280179954309e-07,2006,5,27
2006-05-28,8.88964041223517e-06,2006,5,28
2006-05-29,0.000511793012265116,2006,5,29
2006-05-30,0.00022360705770552202,2006,5,30
2006-05-31,0.0,2006,5,31
2006-06-01,0.0,2006,6,1
2006-06-02,0.0,2006,6,2
2006-06-03,0.0,2006,6,3
2006-06-04,0.0,2006,6,4
2006-06-05,0.0,2006,6,5
2006-06-06,0.0,2006,6,6
2006-06-07,0.0,2006,6,7
2006-06-08,0.0,2006,6,8
2006-06-09,5.43399572372437,2006,6,9
2006-06-10,1.26053953170776,2006,6,10
2006-06-11,0.0606488473713398,2006,6,11
2006-06-12,0.223665773868561,2006,6,12
2006-06-13,0.245071798563004,2006,6,13
2006-06-14,0.221662104129791,2006,6,14
2006-06-15,12.454909324646001,2006,6,15
2006-06-16,15.290872573852502,2006,6,16
2006-06-17,1.01111030578613,2006,6,17
2006-06-18,3.23008930713797e-09,2006,6,18
2006-06-19,0.0,2006,6,19
2006-06-20,0.0,2006,6,20
2006-06-21,1.83599364757538,2006,6,21
2006-06-22,1.05798971652985,2006,6,22
2006-06-23,12.875584602356,2006,6,23
2006-06-24,0.165365383028984,2006,6,24
2006-06-25,1.63384521007538,2006,6,25
2006-06-26,9.71223545074463,2006,6,26
2006-06-27,4.68888282775879,2006,6,27
2006-06-28,0.0,2006,6,28
2006-06-29,0.0,2006,6,29
2006-06-30,9.32735443115234,2006,6,30
2006-07-01,3.40132522583008,2006,7,1
2006-07-02,9.55592250823975,2006,7,2
2006-07-03,0.0802303627133369,2006,7,3
2006-07-04,0.0166849363595247,2006,7,4
2006-07-05,9.54649543762207,2006,7,5
2006-07-06,0.000486656470457092,2006,7,6
2006-07-07,0.283158779144287,2006,7,7
2006-07-08,16.3911914825439,2006,7,8
2006-07-09,2.7547044754028303,2006,7,9
2006-07-10,2.71967959403992,2006,7,10
2006-07-11,4.75631093978882,2006,7,11
2006-07-12,5.05922794342041,2006,7,12
2006-07-13,1.17272520065308,2006,7,13
2006-07-14,1.33565294742584,2006,7,14
2006-07-15,26.6810188293457,2006,7,15
2006-07-16,18.4858684539795,2006,7,16
2006-07-17,0.346606194972992,2006,7,17
2006-07-18,0.00433245254680514,2006,7,18
2006-07-19,0.0,2006,7,19
2006-07-20,0.0,2006,7,20
2006-07-21,14.7326717376709,2006,7,21
2006-07-22,4.82712459564209,2006,7,22
2006-07-23,1.5029731912363801e-06,2006,7,23
2006-07-24,1.16177761554718,2006,7,24
2006-07-25,1.45869410037994,2006,7,25
2006-07-26,5.8903312683105495,2006,7,26
2006-07-27,0.0,2006,7,27
2006-07-28,46.11462020874021,2006,7,28
2006-07-29,1.48288309574127,2006,7,29
2006-07-30,22.297777175903306,2006,7,30
2006-07-31,0.0,2006,7,31
2006-08-01,6.83305358886719,2006,8,1
2006-08-02,0.32864695787429804,2006,8,2
2006-08-03,0.0,2006,8,3
2006-08-04,0.0,2006,8,4
2006-08-05,1.53015434659976e-14,2006,8,5
2006-08-06,0.0,2006,8,6
2006-08-07,0.0,2006,8,7
2006-08-08,0.0,2006,8,8
2006-08-09,0.0,2006,8,9
2006-08-10,0.0,2006,8,10
2006-08-11,0.4614927172660829,2006,8,11
2006-08-12,21.454421997070305,2006,8,12
2006-08-13,2.0976231098175,2006,8,13
2006-08-14,2.28613829612732,2006,8,14
2006-08-15,13.296359062194801,2006,8,15
2006-08-16,7.09741497039795,2006,8,16
2006-08-17,27.3857021331787,2006,8,17
2006-08-18,2.45420980453491,2006,8,18
2006-08-19,27.9170932769775,2006,8,19
2006-08-20,0.284815162420273,2006,8,20
2006-08-21,4.3478422164917,2006,8,21
2006-08-22,4.22496747970581,2006,8,22
2006-08-23,0.0,2006,8,23
2006-08-24,0.0,2006,8,24
2006-08-25,2.1806583404541,2006,8,25
2006-08-26,0.648537874221802,2006,8,26
2006-08-27,0.0,2006,8,27
2006-08-28,3.92467331886292,2006,8,28
2006-08-29,3.738239049911501,2006,8,29
2006-08-30,33.2585258483887,2006,8,30
2006-08-31,0.0,2006,8,31
2006-09-01,15.0293407440186,2006,9,1
2006-09-02,0.000134744332171977,2006,9,2
2006-09-03,0.000472408661153167,2006,9,3
2006-09-04,12.6431007385254,2006,9,4
2006-09-05,17.5249919891357,2006,9,5
2006-09-06,0.8387885689735409,2006,9,6
2006-09-07,12.172626495361301,2006,9,7
2006-09-08,24.7070045471191,2006,9,8
2006-09-09,16.100605010986303,2006,9,9
2006-09-10,23.0650844573975,2006,9,10
2006-09-11,0.28997889161109897,2006,9,11
2006-09-12,2.0165913105011,2006,9,12
2006-09-13,0.00208101863972843,2006,9,13
2006-09-14,1.6139667380343794e-08,2006,9,14
2006-09-15,9.61164855957031,2006,9,15
2006-09-16,1.55158317089081,2006,9,16
2006-09-17,10.342462539672901,2006,9,17
2006-09-18,3.5737664699554403,2006,9,18
2006-09-19,0.0,2006,9,19
2006-09-20,16.246271133422898,2006,9,20
2006-09-21,17.4410800933838,2006,9,21
2006-09-22,1.24957549571991,2006,9,22
2006-09-23,0.6952680349349979,2006,9,23
2006-09-24,13.9852561950684,2006,9,24
2006-09-25,5.99903059005737,2006,9,25
2006-09-26,30.321823120117198,2006,9,26
2006-09-27,8.81702709197998,2006,9,27
2006-09-28,2.67170071310829e-06,2006,9,28
2006-09-29,3.92499623558251e-06,2006,9,29
2006-09-30,0.256635546684265,2006,9,30
2006-10-01,13.8332271575928,2006,10,1
2006-10-02,1.02552151679993,2006,10,2
2006-10-03,0.0,2006,10,3
2006-10-04,7.52357578277588,2006,10,4
2006-10-05,0.99500173330307,2006,10,5
2006-10-06,2.01284694671631,2006,10,6
2006-10-07,3.89922189712524,2006,10,7
2006-10-08,7.58656883239746,2006,10,8
2006-10-09,2.4107604026794403,2006,10,9
2006-10-10,0.566271007061005,2006,10,10
2006-10-11,0.0,2006,10,11
2006-10-12,0.0,2006,10,12
2006-10-13,0.0,2006,10,13
2006-10-14,0.0,2006,10,14
2006-10-15,0.0,2006,10,15
2006-10-16,12.026391029357901,2006,10,16
2006-10-17,1.04770255088806,2006,10,17
2006-10-18,0.280047178268433,2006,10,18
2006-10-19,0.0,2006,10,19
2006-10-20,0.0,2006,10,20
2006-10-21,0.0,2006,10,21
2006-10-22,0.0,2006,10,22
2006-10-23,0.0,2006,10,23
2006-10-24,5.154693603515621,2006,10,24
2006-10-25,8.61090087890625,2006,10,25
2006-10-26,10.7571582794189,2006,10,26
2006-10-27,18.9584941864014,2006,10,27
2006-10-28,17.6682033538818,2006,10,28
2006-10-29,0.179558202624321,2006,10,29
2006-10-30,0.0,2006,10,30
2006-10-31,0.0,2006,10,31
2006-11-01,0.0,2006,11,1
2006-11-02,0.0,2006,11,2
2006-11-03,0.0,2006,11,3
2006-11-04,0.0,2006,11,4
2006-11-05,0.231120243668556,2006,11,5
2006-11-06,8.94519138336182,2006,11,6
2006-11-07,0.0,2006,11,7
2006-11-08,1.2296684980392498,2006,11,8
2006-11-09,13.2335195541382,2006,11,9
2006-11-10,8.41136837005615,2006,11,10
2006-11-11,0.0,2006,11,11
2006-11-12,0.0,2006,11,12
2006-11-13,4.01902914047241,2006,11,13
2006-11-14,9.90616416931152,2006,11,14
2006-11-15,7.17338752746582,2006,11,15
2006-11-16,0.0,2006,11,16
2006-11-17,0.0,2006,11,17
2006-11-18,6.79478216171265,2006,11,18
2006-11-19,3.60663056373596,2006,11,19
2006-11-20,0.0,2006,11,20
2006-11-21,0.0,2006,11,21
2006-11-22,24.9785213470459,2006,11,22
2006-11-23,0.0,2006,11,23
2006-11-24,0.0,2006,11,24
2006-11-25,7.98148107528687,2006,11,25
2006-11-26,12.848595619201696,2006,11,26
2006-11-27,6.92406272888184,2006,11,27
2006-11-28,6.20014190673828,2006,11,28
2006-11-29,12.3519697189331,2006,11,29
2006-11-30,0.254872441291809,2006,11,30
2006-12-01,13.426136016845698,2006,12,1
2006-12-02,1.6695446968078602,2006,12,2
2006-12-03,13.0576066970825,2006,12,3
2006-12-04,11.352367401122999,2006,12,4
2006-12-05,2.35967063903809,2006,12,5
2006-12-06,0.0,2006,12,6
2006-12-07,6.41980504989624,2006,12,7
2006-12-08,0.30855718255043,2006,12,8
2006-12-09,0.0,2006,12,9
2006-12-10,9.37167453765869,2006,12,10
2006-12-11,16.496646881103498,2006,12,11
2006-12-12,9.11316871643066,2006,12,12
2006-12-13,0.210453107953072,2006,12,13
2006-12-14,0.8005875945091251,2006,12,14
2006-12-15,2.4290101528167702,2006,12,15
2006-12-16,6.7765641212463406,2006,12,16
2006-12-17,4.39055013656616,2006,12,17
2006-12-18,0.0527571737766266,2006,12,18
2006-12-19,0.0907123684883118,2006,12,19
2006-12-20,6.17777061462402,2006,12,20
2006-12-21,3.55825662612915,2006,12,21
2006-12-22,1.50866222381592,2006,12,22
2006-12-23,0.0,2006,12,23
2006-12-24,5.34781789779663,2006,12,24
2006-12-25,8.84530067443848,2006,12,25
2006-12-26,3.66830658912659,2006,12,26
2006-12-27,6.113739967346191,2006,12,27
2006-12-28,7.88085651397705,2006,12,28
2006-12-29,8.97062587738037,2006,12,29
2006-12-30,11.0503282546997,2006,12,30
2006-12-31,0.0,2006,12,31
2007-01-01,5.68152523040771,2007,1,1
2007-01-02,19.2150859832764,2007,1,2
2007-01-03,0.542630970478058,2007,1,3
2007-01-04,0.0,2007,1,4
2007-01-05,37.6017417907715,2007,1,5
2007-01-06,53.4211921691895,2007,1,6
2007-01-07,12.650004386901903,2007,1,7
2007-01-08,6.5996823310852095,2007,1,8
2007-01-09,3.99313163757324,2007,1,9
2007-01-10,0.675050914287567,2007,1,10
2007-01-11,0.0,2007,1,11
2007-01-12,0.0,2007,1,12
2007-01-13,0.0,2007,1,13
2007-01-14,10.0127573013306,2007,1,14
2007-01-15,21.393503189086896,2007,1,15
2007-01-16,24.0058898925781,2007,1,16
2007-01-17,13.4375705718994,2007,1,17
2007-01-18,0.8226918578147892,2007,1,18
2007-01-19,0.0,2007,1,19
2007-01-20,0.0,2007,1,20
2007-01-21,0.0,2007,1,21
2007-01-22,0.0,2007,1,22
2007-01-23,0.0,2007,1,23
2007-01-24,0.0,2007,1,24
2007-01-25,7.6124973297119105,2007,1,25
2007-01-26,23.6682472229004,2007,1,26
2007-01-27,5.38853454589844,2007,1,27
2007-01-28,2.77148795127869,2007,1,28
2007-01-29,15.2043809890747,2007,1,29
2007-01-30,1.68306422233582,2007,1,30
2007-01-31,0.0,2007,1,31
2007-02-01,0.0,2007,2,1
2007-02-02,0.0,2007,2,2
2007-02-03,0.0,2007,2,3
2007-02-04,0.9542443752288822,2007,2,4
2007-02-05,10.6810941696167,2007,2,5
2007-02-06,8.77391529083252,2007,2,6
2007-02-07,0.0,2007,2,7
2007-02-08,8.09720039367676,2007,2,8
2007-02-09,1.67455518245697,2007,2,9
2007-02-10,6.15516996383667,2007,2,10
2007-02-11,0.417620569467545,2007,2,11
2007-02-12,3.7084219455719,2007,2,12
2007-02-13,0.0,2007,2,13
2007-02-14,0.0,2007,2,14
2007-02-15,0.20418614149093606,2007,2,15
2007-02-16,0.0,2007,2,16
2007-02-17,0.0,2007,2,17
2007-02-18,3.0959408283233603,2007,2,18
2007-02-19,0.0,2007,2,19
2007-02-20,4.8347339630127,2007,2,20
2007-02-21,11.5606174468994,2007,2,21
2007-02-22,1.15282154083252,2007,2,22
2007-02-23,17.358444213867198,2007,2,23
2007-02-24,2.76974725723267,2007,2,24
2007-02-25,13.7258720397949,2007,2,25
2007-02-26,22.196741104126,2007,2,26
2007-02-27,4.2765908241272,2007,2,27
2007-02-28,1.6930525302886998,2007,2,28
2007-03-01,0.0,2007,3,1
2007-03-02,4.54981565475464,2007,3,2
2007-03-03,4.48362684249878,2007,3,3
2007-03-04,1.0685857534408598,2007,3,4
2007-03-05,1.5483865737915,2007,3,5
2007-03-06,0.629089951515198,2007,3,6
2007-03-07,23.658836364746104,2007,3,7
2007-03-08,15.455401420593299,2007,3,8
2007-03-09,5.21470355987549,2007,3,9
2007-03-10,21.8081111907959,2007,3,10
2007-03-11,3.9191544055938703,2007,3,11
2007-03-12,10.0074520111084,2007,3,12
2007-03-13,0.0,2007,3,13
2007-03-14,3.35731148719788,2007,3,14
2007-03-15,1.72243797779083,2007,3,15
2007-03-16,9.84061431884766,2007,3,16
2007-03-17,4.50234794616699,2007,3,17
2007-03-18,8.69961357116699,2007,3,18
2007-03-19,10.0406818389893,2007,3,19
2007-03-20,23.2984275817871,2007,3,20
2007-03-21,24.576515197753896,2007,3,21
2007-03-22,28.747432708740202,2007,3,22
2007-03-23,38.5717544555664,2007,3,23
2007-03-24,5.87503862380981,2007,3,24
2007-03-25,0.0,2007,3,25
2007-03-26,0.0,2007,3,26
2007-03-27,0.0,2007,3,27
2007-03-28,0.0,2007,3,28
2007-03-29,2.55734491348267,2007,3,29
2007-03-30,0.0,2007,3,30
2007-03-31,0.0,2007,3,31
2007-04-01,0.0,2007,4,1
2007-04-02,2.5108678340911896,2007,4,2
2007-04-03,7.31002235412598,2007,4,3
2007-04-04,17.7136726379395,2007,4,4
2007-04-05,2.31149983406067,2007,4,5
2007-04-06,18.702823638915998,2007,4,6
2007-04-07,0.0,2007,4,7
2007-04-08,1.93087673187256,2007,4,8
2007-04-09,0.580536484718323,2007,4,9
2007-04-10,17.9973411560059,2007,4,10
2007-04-11,0.30800282955169705,2007,4,11
2007-04-12,0.0,2007,4,12
2007-04-13,0.0,2007,4,13
2007-04-14,2.8589940071106,2007,4,14
2007-04-15,17.5207691192627,2007,4,15
2007-04-16,0.22724768519401606,2007,4,16
2007-04-17,0.0116052962839603,2007,4,17
2007-04-18,0.0,2007,4,18
2007-04-19,7.77735996246338,2007,4,19
2007-04-20,4.89338541030884,2007,4,20
2007-04-21,7.96285247802734,2007,4,21
2007-04-22,0.0,2007,4,22
2007-04-23,0.0,2007,4,23
2007-04-24,0.0,2007,4,24
2007-04-25,0.0,2007,4,25
2007-04-26,0.0,2007,4,26
2007-04-27,8.95347881317139,2007,4,27
2007-04-28,1.44523668289185,2007,4,28
2007-04-29,1.431396484375,2007,4,29
2007-04-30,5.1222672482254e-05,2007,4,30
2007-05-01,0.0,2007,5,1
2007-05-02,3.41118764877319,2007,5,2
2007-05-03,10.203134536743198,2007,5,3
2007-05-04,0.0,2007,5,4
2007-05-05,5.58680820465088,2007,5,5
2007-05-06,0.369878828525543,2007,5,6
2007-05-07,0.717167317867279,2007,5,7
2007-05-08,0.0,2007,5,8
2007-05-09,17.1337738037109,2007,5,9
2007-05-10,20.5811920166016,2007,5,10
2007-05-11,37.0977630615234,2007,5,11
2007-05-12,0.24876275658607505,2007,5,12
2007-05-13,2.45529246330261,2007,5,13
2007-05-14,9.391894764121391e-07,2007,5,14
2007-05-15,17.563541412353498,2007,5,15
2007-05-16,0.2983743846416469,2007,5,16
2007-05-17,1.18277013301849,2007,5,17
2007-05-18,0.0,2007,5,18
2007-05-19,0.0,2007,5,19
2007-05-20,0.0,2007,5,20
2007-05-21,4.07521867752075,2007,5,21
2007-05-22,3.6866049766540496,2007,5,22
2007-05-23,0.00394723331555724,2007,5,23
2007-05-24,0.0,2007,5,24
2007-05-25,0.0,2007,5,25
2007-05-26,1.52692222595215,2007,5,26
2007-05-27,0.0,2007,5,27
2007-05-28,0.41416355967521706,2007,5,28
2007-05-29,0.0,2007,5,29
2007-05-30,0.0,2007,5,30
2007-05-31,0.0,2007,5,31
2007-06-01,0.0,2007,6,1
2007-06-02,0.0,2007,6,2
2007-06-03,0.0,2007,6,3
2007-06-04,0.0,2007,6,4
2007-06-05,3.0709853172302206,2007,6,5
2007-06-06,0.00078088347800076,2007,6,6
2007-06-07,0.0,2007,6,7
2007-06-08,0.0,2007,6,8
2007-06-09,0.0,2007,6,9
2007-06-10,0.0,2007,6,10
2007-06-11,0.6426764726638791,2007,6,11
2007-06-12,0.15588080883026098,2007,6,12
2007-06-13,3.16443693009205e-05,2007,6,13
2007-06-14,0.0,2007,6,14
2007-06-15,0.0,2007,6,15
2007-06-16,2.4322509765625,2007,6,16
2007-06-17,2.3645179271698,2007,6,17
2007-06-18,14.7563762664795,2007,6,18
2007-06-19,2.00841784477234,2007,6,19
2007-06-20,0.23446847498416895,2007,6,20
2007-06-21,0.718848288059235,2007,6,21
2007-06-22,3.90065050125122,2007,6,22
2007-06-23,0.0018108508083969398,2007,6,23
2007-06-24,2.1164936470086104e-07,2007,6,24
2007-06-25,4.87589552067291e-11,2007,6,25
2007-06-26,0.0,2007,6,26
2007-06-27,0.0,2007,6,27
2007-06-28,3.5407485961914102,2007,6,28
2007-06-29,9.83113861083984,2007,6,29
2007-06-30,0.0,2007,6,30
2007-07-01,15.5385684967041,2007,7,1
2007-07-02,5.2773523330688485,2007,7,2
2007-07-03,1.5943341255188,2007,7,3
2007-07-04,20.128812789917,2007,7,4
2007-07-05,24.713722229003896,2007,7,5
2007-07-06,12.563850402832001,2007,7,6
2007-07-07,1.81245241037686e-08,2007,7,7
2007-07-08,0.0,2007,7,8
2007-07-09,0.0,2007,7,9
2007-07-10,9.60007381439209,2007,7,10
2007-07-11,0.227401688694954,2007,7,11
2007-07-12,4.95130920410156,2007,7,12
2007-07-13,0.0138769522309303,2007,7,13
2007-07-14,0.0,2007,7,14
2007-07-15,0.0,2007,7,15
2007-07-16,0.0,2007,7,16
2007-07-17,16.7368049621582,2007,7,17
2007-07-18,13.741783142089801,2007,7,18
2007-07-19,0.0,2007,7,19
2007-07-20,1.29620516300201,2007,7,20
2007-07-21,15.9785413742065,2007,7,21
2007-07-22,0.0,2007,7,22
2007-07-23,9.012857437133787,2007,7,23
2007-07-24,45.157741546630895,2007,7,24
2007-07-25,22.3722114562988,2007,7,25
2007-07-26,11.0297317504883,2007,7,26
2007-07-27,0.0853763520717621,2007,7,27
2007-07-28,0.000230587698752061,2007,7,28
2007-07-29,0.0,2007,7,29
2007-07-30,5.46510887145996,2007,7,30
2007-07-31,0.0,2007,7,31
2007-08-01,3.11538600921631,2007,8,1
2007-08-02,6.48795127868652,2007,8,2
2007-08-03,2.75227427482605,2007,8,3
2007-08-04,7.95424556732178,2007,8,4
2007-08-05,0.0,2007,8,5
2007-08-06,0.0,2007,8,6
2007-08-07,2.40357041358948,2007,8,7
2007-08-08,0.5622512698173521,2007,8,8
2007-08-09,0.0,2007,8,9
2007-08-10,0.0,2007,8,10
2007-08-11,0.0,2007,8,11
2007-08-12,0.0,2007,8,12
2007-08-13,0.0,2007,8,13
2007-08-14,0.0,2007,8,14
2007-08-15,0.0459988936781883,2007,8,15
2007-08-16,0.0,2007,8,16
2007-08-17,0.0,2007,8,17
2007-08-18,0.0519370287656784,2007,8,18
2007-08-19,0.0,2007,8,19
2007-08-20,0.0,2007,8,20
2007-08-21,0.0,2007,8,21
2007-08-22,3.26691937446594,2007,8,22
2007-08-23,3.83033728599548,2007,8,23
2007-08-24,0.0136186350136995,2007,8,24
2007-08-25,0.0,2007,8,25
2007-08-26,0.400168836116791,2007,8,26
2007-08-27,0.773072004318237,2007,8,27
2007-08-28,1.7149164676666298,2007,8,28
2007-08-29,3.52732944488525,2007,8,29
2007-08-30,1.00833487510681,2007,8,30
2007-08-31,0.0,2007,8,31
2007-09-01,2.13452696800232,2007,9,1
2007-09-02,14.885599136352502,2007,9,2
2007-09-03,7.28946924209595,2007,9,3
2007-09-04,43.1775436401367,2007,9,4
2007-09-05,0.0333166606724262,2007,9,5
2007-09-06,28.2368469238281,2007,9,6
2007-09-07,1.63724136352539,2007,9,7
2007-09-08,0.0,2007,9,8
2007-09-09,31.5847473144531,2007,9,9
2007-09-10,0.0,2007,9,10
2007-09-11,10.0093231201172,2007,9,11
2007-09-12,1.9093257188797,2007,9,12
2007-09-13,5.33444881439209,2007,9,13
2007-09-14,9.08368492126465,2007,9,14
2007-09-15,0.0,2007,9,15
2007-09-16,0.0,2007,9,16
2007-09-17,5.572139739990232,2007,9,17
2007-09-18,0.0,2007,9,18
2007-09-19,0.0,2007,9,19
2007-09-20,0.0,2007,9,20
2007-09-21,0.007497301325201991,2007,9,21
2007-09-22,0.0634764358401299,2007,9,22
2007-09-23,0.0,2007,9,23
2007-09-24,3.0539276599884,2007,9,24
2007-09-25,0.0,2007,9,25
2007-09-26,0.0,2007,9,26
2007-09-27,2.33570384979248,2007,9,27
2007-09-28,0.00023157114628702402,2007,9,28
2007-09-29,0.0,2007,9,29
2007-09-30,0.0,2007,9,30
2007-10-01,0.0,2007,10,1
2007-10-02,0.0,2007,10,2
2007-10-03,0.0,2007,10,3
2007-10-04,0.0,2007,10,4
2007-10-05,0.0,2007,10,5
2007-10-06,0.0,2007,10,6
2007-10-07,2.75625610351562,2007,10,7
2007-10-08,1.48823297023773,2007,10,8
2007-10-09,10.7036590576172,2007,10,9
2007-10-10,7.9504680633544895,2007,10,10
2007-10-11,3.62250232696533,2007,10,11
2007-10-12,7.88662576675415,2007,10,12
2007-10-13,2.86522102355957,2007,10,13
2007-10-14,3.0042769908905,2007,10,14
2007-10-15,0.0787452906370163,2007,10,15
2007-10-16,20.535587310790998,2007,10,16
2007-10-17,41.8030014038086,2007,10,17
2007-10-18,19.8049488067627,2007,10,18
2007-10-19,0.3960698843002321,2007,10,19
2007-10-20,0.0,2007,10,20
2007-10-21,0.0,2007,10,21
2007-10-22,8.88062000274658,2007,10,22
2007-10-23,0.0,2007,10,23
2007-10-24,0.0,2007,10,24
2007-10-25,0.0,2007,10,25
2007-10-26,17.4884643554688,2007,10,26
2007-10-27,3.31590676307678,2007,10,27
